id;condition;car_year;brand;model;engine;doors;km;fuel_type;traction_control;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city
MLA1399981771;Usado;2014;Honda;Civic;1.8;4;128000;Nafta;Delantera;Automática;ARS;13985000;45777981;RUBEN KAPOBEL;FALSO;Argentina;Capital Federal;Capital Federal
MLA1397968659;Usado;2014;Honda;Civic;1.8;4;150000;Nafta;Delantera;Manual;USD;10800;172344893;BOEDO-CARS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1403643305;Usado;2014;Honda;Civic;1.8;4;125000;Nafta;Delantera;Automática;USD;13650;621837677;BROTHERSDRIVE CARS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó
MLA1640366292;Usado;2014;Honda;Civic;1.8;4;108000;Nafta;Delantera;Manual;ARS;11900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1640122068;Usado;2014;Honda;Civic;1.8;4;108000;Nafta;Delantera;Manual;ARS;11900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1640212444;Usado;2014;Honda;Civic;1.8;4;108000;Nafta;Delantera;Manual;ARS;10990000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1640315408;Usado;2014;Honda;Civic;1.8;4;108000;Nafta;Delantera;Manual;ARS;10990000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1402819467;Usado;2015;Honda;Civic;1.8;4;147000;Nafta;Delantera;Manual;USD;13000;141310459;PFAFFEN AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1645553204;Usado;2015;Honda;Civic;1.8;4;89000;Nafta;Delantera;Automática;USD;11990;305691740;NICOLASRICC;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1398674847;Usado;2015;Honda;Civic;1.8;4;111831;Nafta;Delantera;Automática;ARS;14000000;1131470997;SAN JORGE_USADOS_PINAMAR;VERDADERO;Argentina;Bs.As. Costa Atlántica;Pinamar
MLA1611589928;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;13900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1401847803;Usado;2015;Honda;Civic;1.8;4;170000;Nafta;Delantera;Manual;USD;9900;60430946;FRANCO2588;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1401257561;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;13900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1619912110;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;12500000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1649771442;Usado;2015;Honda;Civic;1.8;4;146000;Nafta;Delantera;Manual;USD;13000;141310459;PFAFFEN AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1401283511;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;13900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1619912122;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;13900000;141678357;TARABORELLIUSADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1401232079;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;12500000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1401257551;Usado;2015;Honda;Civic;1.8;4;154000;Nafta;Delantera;Manual;ARS;12500000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1631912798;Usado;2016;Honda;Civic;1.8;4;116000;Nafta;Delantera;Automática;USD;13800;136236138;RICARDOALONSO736;FALSO;Argentina;Capital Federal;Capital Federal
MLA1404155363;Usado;2016;Honda;Civic;1.8;4;152000;Nafta;Delantera;Automática;USD;13500;127173201;ZALAZARCRISTIAN70;FALSO;Argentina;Entre Ríos;Villaguay
MLA1649881656;Usado;2016;Honda;Civic;1.8;4;97000;Nafta;Delantera;Automática;USD;14200;477363253;BODA7532363;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1403280807;Usado;2016;Honda;Civic;1.8;4;63000;Nafta;Delantera;Automática;ARS;17330000;289793217;KAVAK 1;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1590051912;Usado;2016;Honda;Civic;1.8;4;77000;Nafta;Delantera;Automática;USD;14500;187727991;RPM MOSCONI;FALSO;Argentina;Capital Federal;Capital Federal
MLA1590832186;Usado;2016;Honda;Civic;1.8;4;127000;Nafta;Delantera;Manual;ARS;16388000;212883354;INDY-CARS;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1406270789;Usado;2017;Honda;Civic;2;4;95000;Nafta;Delantera;Automática;ARS;21000000;403624569;TOYOTA KANSAI_CENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1642607754;Usado;2017;Honda;Civic;2;4;153000;Nafta;Delantera;Automática;ARS;18850000;296643232;HAUSWAGEN ZÁRATE2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1598274276;Usado;2017;Honda;Civic;2;4;66000;Nafta;Delantera;Automática;USD;20900;16596433;FYC MOTORS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1402721529;Usado;2017;Honda;Civic;1.5;3;85000;Nafta;Delantera;Automática;USD;21900;16596433;FYC MOTORS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1404696223;Usado;2017;Honda;Civic;2;4;153402;Nafta;Delantera;Automática;ARS;15900000;119613351;HAUSWAGEN 2;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Pilar
MLA1618251808;Usado;2017;Honda;Civic;1.5;3;115000;Nafta;Delantera;Automática;USD;21500;141310459;PFAFFEN AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1406290991;Usado;2017;Honda;Civic;2;4;93500;Nafta;Delantera;Automática;ARS;21000000;261703851;TOYOTA KANSAI_CABALLITO;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406312865;Usado;2017;Honda;Civic;2;5;93583;Nafta;Delantera;Automática;ARS;21000000;414028139;TOYOTA KANSAI_D;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1560157726;Usado;2017;Honda;Civic;2;5;138000;Nafta;Delantera;Automática;ARS;20900000;554062640;ESCOBARFORD;VERDADERO;Argentina;Santa Fe;Santa Fe capital
MLA1590057652;Usado;2017;Honda;Civic;2;3;46000;Nafta;Delantera;Manual;ARS;21000000;219785041;FORCAM POLVORINES;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1398918113;Usado;2017;Honda;Civic;2;3;86000;Nafta;Delantera;Manual;USD;19000;181269489;CASSANO AUTOMOBILI;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402086671;Usado;2017;Honda;Civic;2;3;86000;Nafta;Delantera;Manual;USD;19000;750447184;FRANCASSANO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1405684027;Usado;2017;Honda;Civic;2;4;153400;Nafta;Delantera;Automática;ARS;18500000;180734642;HAUSWAGEN 9;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1406443831;Usado;2017;Honda;Civic;2;4;93583;Nafta;Delantera;Automática;ARS;21000000;403622309;TOYOTA KANSAI_PALERMO;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406258375;Usado;2017;Honda;Civic;1.8;4;46000;Nafta;Delantera;Automática;USD;24000;187128304;USADOS BAVARIAN;FALSO;Argentina;Capital Federal;Capital Federal
MLA1629766946;Usado;2017;Honda;Civic;2;4;71000;Nafta;Delantera;Automática;USD;18500;57419004;CUATROWHEELS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Castelar
MLA1593003620;Usado;2017;Honda;Civic;2;3;75000;Nafta;Delantera;Manual;USD;20900;187128304;USADOS BAVARIAN;FALSO;Argentina;Capital Federal;Capital Federal
MLA1656246466;Usado;2017;Honda;Civic;2;4;93500;Nafta;Delantera;Automática;ARS;21000000;232040325;KANSAI USADOS;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1401136671;Usado;2017;Honda;Civic;1.5;4;85000;Nafta;Delantera;Automática;ARS;22300000;1572662651;IRUNAIRUNA20231201130420;FALSO;Argentina;Neuquén;Neuquén
MLA1401466533;Usado;2017;Honda;Civic;2;4;25000;Nafta;Delantera;Automática;USD;22000;1987720;AUTOMOTORESCEROOCHO;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1646366132;Usado;2017;Honda;Civic;2;3;93000;Nafta;Delantera;Manual;USD;17999;79222895;ODMARGENTINA;FALSO;Argentina;Capital Federal;Capital Federal
MLA1613165898;Usado;2017;Honda;Civic;2;4;77395;Nafta;Delantera;Automática;USD;20000;164719329;BSAS CARS;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1404348889;Usado;2017;Honda;Civic;2;4;85000;Nafta;Delantera;Automática;USD;18900;33318993;CF C;FALSO;Argentina;La Rioja;La Rioja Capital
MLA1635379226;Usado;2017;Honda;Civic;2;5;73000;Nafta;Delantera;Automática;USD;18900;135399130;HUCKNICOLAS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Moreno
MLA1405893949;Usado;2017;Honda;Civic;1.5;3;92600;Nafta;Delantera;Automática;ARS;22500000;225748519;MOTORMAX_;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1549197472;Usado;2017;Honda;Civic;2;3;75000;Nafta;Delantera;Manual;USD;20900;234233759;HYUNDAI GUINI;FALSO;Argentina;Capital Federal;Capital Federal
MLA1568462546;Usado;2017;Honda;Civic;2;4;80000;Nafta;Delantera;Automática;ARS;24300000;13574363;MEUCCI_AUTOMOTORES;FALSO;Argentina;Chaco;Resistencia
MLA1623874672;Usado;2017;Honda;Civic;1.5;3;128000;Nafta;Delantera;Automática;USD;19500;127173201;ZALAZARCRISTIAN70;FALSO;Argentina;Entre Ríos;Villaguay
MLA1629391350;Usado;2017;Honda;Civic;2;5;78000;Nafta;Delantera;Automática;USD;22000;444054586;BAKERYPANADERIA;FALSO;Argentina;Bs.As. Costa Atlántica;Mar del Plata
MLA1627365708;Usado;2017;Honda;Civic;2;3;39900;Nafta;Delantera;Manual;USD;21000;42243638;PLEIZOT;FALSO;Argentina;Capital Federal;Capital Federal
MLA1548419936;Usado;2017;Honda;Civic;2;3;74000;Nafta;Delantera;Manual;ARS;22000000;116045154;TOYOTA SARTHOU;FALSO;Argentina;Bs.As. G.B.A. Norte;Tigre
MLA1644822544;Usado;2017;Honda;Civic;1.5;4;75000;Nafta;Delantera;Automática;USD;26500;690510215;LONKING LITORAL;FALSO;Argentina;Santa Fe;Rosario
MLA1398709193;Usado;2017;Honda;Civic;1.5;5;76073;Nafta;Delantera;Automática;USD;20900;31089505;MUNAFO AUTOMÓVILES;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1400174875;Usado;2017;Honda;Civic;1.5;4;149811;Nafta;Delantera;Automática;USD;19000;31089505;MUNAFO AUTOMÓVILES;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1618212808;Usado;2017;Honda;Civic;1.5;4;116000;Nafta;Delantera;Automática;USD;21500;141310459;PFAFFEN AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1402941747;Usado;2017;Honda;Civic;2;4;77614;Nafta;Delantera;Automática;ARS;19590000;289793217;KAVAK 1;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1621798812;Usado;2017;Honda;Civic;2;4;40838;Nafta;Delantera;Automática;ARS;22540000;289793217;KAVAK 1;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1406209545;Usado;2017;Honda;Civic;1.5;3;120000;Nafta;Delantera;Automática;USD;21000;727325645;SURESTE AUTOMOTORES;FALSO;Argentina;Chubut;Biedma
MLA1607980796;Usado;2017;Honda;Civic;2;4;107000;Nafta;Delantera;Automática;USD;18860;801366791;VENDELOO.AR;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1402347403;Usado;2017;Honda;Civic;2;3;95000;Nafta;Delantera;Manual;ARS;22000000;278977409;AUTOMOTORES MOTUL;FALSO;Argentina;Mendoza;Godoy Cruz
MLA1578037392;Usado;2017;Honda;Civic;2;4;118950;Nafta;Delantera;Automática;USD;19500;234040334;CABALLITOAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1403000545;Usado;2017;Honda;Civic;2;4;70000;Nafta;Delantera;Automática;USD;19500;234040334;CABALLITOAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1398366281;Usado;2017;Honda;Civic;2;5;71900;Nafta;Delantera;Automática;ARS;21000000;1252478998;RERE1475820;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1632888700;Usado;2017;Honda;Civic;2;4;60000;Nafta;Delantera;Automática;USD;23900;59478464;MARTINEZDELSELCIPRIANO;FALSO;Argentina;Entre Ríos;Gualeguaychú
MLA1600746444;Usado;2017;Honda;Civic;2;5;71000;Nafta;Delantera;Automática;ARS;21000000;233310835;USADOS SELECT;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1652567166;Usado;2017;Honda;Civic;2;5;75000;Nafta;Delantera;Automática;USD;18000;40299886;VSGARCIA_2006;FALSO;Argentina;Capital Federal;Capital Federal
MLA1401083869;Usado;2017;Honda;Civic;2;5;100400;Nafta;Delantera;Automática;USD;18000;19847852;NAVE_1_GARAGE;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1391688713;Usado;2017;Honda;Civic;2;4;65000;Nafta;Delantera;Automática;USD;19500;60742483;M&M AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1397673761;Usado;2017;Honda;Civic;2;4;35000;Nafta;Delantera;Automática;USD;23000;161240031;AUTOMOTORES SANTOS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1643276614;Usado;2017;Honda;Civic;2;3;112000;Nafta;Delantera;Manual;USD;16900;10657471;GUILLERMOESCUTI;FALSO;Argentina;Córdoba;Córdoba
MLA1394392555;Usado;2017;Honda;Civic;1.5;3;141000;Nafta;Delantera;Automática;ARS;20000000;162090320;HAIMOVICH AUTOS;FALSO;Argentina;Entre Ríos;Paraná
MLA1403249097;Usado;2017;Honda;Civic;2;4;68000;Nafta;Delantera;Automática;USD;21900;109027356;AUTOLUXURY;FALSO;Argentina;Córdoba;Córdoba
MLA1405675543;Usado;2017;Honda;Civic;2;5;108000;Nafta;Delantera;Automática;USD;18900;33291388;AUTO.EXPRES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1622897010;Usado;2017;Honda;Civic;2;3;73000;Nafta;Delantera;Manual;USD;18000;95903122;YANQUI AUTOS;FALSO;Argentina;Entre Ríos;Paraná
MLA1402914991;Usado;2017;Honda;Civic;1.5;3;85000;Nafta;Delantera;Automática;ARS;22000000;246053885;MUNDO MAIPU;FALSO;Argentina;Córdoba;Córdoba
MLA1401697369;Usado;2017;Honda;Civic;2;5;55000;Nafta;Delantera;Automática;USD;22500;89775761;JOACOFR;FALSO;Argentina;Capital Federal;Capital Federal
MLA1640248482;Usado;2017;Honda;Civic;2.0;4;84028;Nafta;Delantera;Automática;ARS;21500000;420005755;GRUPO.LORENZO;FALSO;Argentina;San Luis;San Luis
MLA1402781437;Usado;2017;Honda;Civic;1.5;3;60000;Nafta;Delantera;Automática;USD;25000;80364790;YOMATIAS20050;FALSO;Argentina;Bs.As. G.B.A. Oeste;Caseros
MLA1543865840;Usado;2017;Honda;Civic;2;3;120000;Nafta;Delantera;Manual;USD;18000;806180184;123 AUTOGRUPO;FALSO;Argentina;Bs.As. G.B.A. Norte;Escobar
MLA1627392340;Usado;2017;Honda;Civic;1.5;5;59000;Nafta;Delantera;Automática;USD;21000;446069131;MCAUTOMOTORESMCAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
MLA1556069410;Usado;2017;Honda;Civic;2;4;63000;Nafta;Delantera;Automática;ARS;21200000;103688750;AUTOTAGCAPITAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405742035;Usado;2018;Honda;Civic;2;3;130000;Nafta;Delantera;Manual;ARS;19000000;403624569;TOYOTA KANSAI_CENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651014988;Usado;2018;Honda;Civic;2;3;32624;Nafta;Delantera;Manual;ARS;25500000;58677408;SAN_JORGE_USADOS_CABALLITO;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1402003133;Usado;2018;Honda;Civic;2;3;127947;Nafta;Delantera;Manual;ARS;19000000;403622309;TOYOTA KANSAI_PALERMO;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1397264509;Usado;2018;Honda;Civic;2;3;127900;Nafta;Delantera;Manual;ARS;19000000;232040325;KANSAI USADOS;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1399421311;Usado;2018;Honda;Civic;2;4;89000;Nafta;Delantera;Automática;ARS;19979900;1301867114;CPM AUTOS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1644791664;Usado;2018;Honda;Civic;2;4;16500;Nafta;Delantera;Manual;USD;23900;677451861;DEFRANCOMARIAMAGDALENA;FALSO;Argentina;Capital Federal;Capital Federal
MLA1648349860;Usado;2018;Honda;Civic;2;4;38244;Nafta;Delantera;Automática;USD;24900;485306468;BOCA9036873;FALSO;Argentina;Capital Federal;Capital Federal
MLA1626460828;Usado;2018;Honda;Civic;2;4;59000;Nafta;Delantera;Automática;USD;20800;537074667;AUTOSIMDQ;FALSO;Argentina;Bs.As. Costa Atlántica;Mar del Plata
MLA1402239419;Usado;2018;Honda;Civic;2;4;83000;Nafta;Delantera;Automática;USD;19900;29490004;JORGENACIONAL;FALSO;Argentina;Capital Federal;Capital Federal
MLA1399309773;Usado;2018;Honda;Civic;2;4;89000;Nafta;Delantera;Automática;ARS;19989900;29598787;CPMAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1404458423;Usado;2018;Honda;Civic;2;4;63000;Nafta;Delantera;Automática;USD;20500;13448230;MJAUTOMOTORES.COM;FALSO;Argentina;Capital Federal;Capital Federal
MLA1397412647;Usado;2018;Honda;Civic;2;4;116000;Nafta;Delantera;Automática;ARS;21000000;153971182;FERRER_JOSE;FALSO;Argentina;Santa Fe;Reconquista
MLA1398344855;Usado;2018;Honda;Civic;2;4;65000;Nafta;Delantera;Automática;USD;19900;93363396;BORD_HEAVY_DUTY;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1642607208;Usado;2018;Honda;Civic;2;4;90000;Nafta;Delantera;Automática;USD;20500;704048648;SAILEN CARS;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1624356216;Usado;2018;Honda;Civic;2;3;78000;Nafta;Delantera;Manual;ARS;26000000;84793230;ANGURANI;FALSO;Argentina;Córdoba;Villa María
MLA1594870082;Usado;2018;Honda;Civic;2;3;108000;Nafta;Delantera;Manual;USD;18000;45774979;FEDEBRI;FALSO;Argentina;Capital Federal;Capital Federal
MLA1631616802;Usado;2018;Honda;Civic;2;3;70000;Nafta;Delantera;Manual;ARS;22000000;157507121;ACAPULCOAUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1642424308;Usado;2018;Honda;Civic;2;4;108000;Nafta;Delantera;Automática;USD;22000;1216759377;AUTOMOTORES AGZ;FALSO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1569345606;Usado;2018;Honda;Civic;2;3;35000;Nafta;Delantera;Manual;USD;22000;104701149;JAC AUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1540950338;Usado;2019;Honda;Civic;2;4;63000;Nafta;Delantera;Automática;USD;21500;1366487115;IMS MULTIMARCA;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1589813324;Usado;2019;Honda;Civic;2;4;59000;Nafta;Delantera;Automática;USD;19999;75300462;MOTORESPREMIUM;FALSO;Argentina;Capital Federal;Capital Federal
MLA1613594776;Usado;2019;Honda;Civic;2;4;58200;Nafta;Delantera;Automática;ARS;22300000;1397405392;SENCAR AUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1637559536;Usado;2019;Honda;Civic;2;4;29700;Nafta;Delantera;Automática;USD;22000;58142184;BRLU7086766;FALSO;Argentina;Capital Federal;Capital Federal
MLA1404406999;Usado;2019;Honda;Civic;2;4;62000;Nafta;Delantera;Automática;USD;19800;299313984;ROASCONCESIONARIA;FALSO;Argentina;Bs.As. G.B.A. Norte;Tigre
MLA1650968778;Usado;2019;Honda;Civic;2;4;40000;Nafta;Delantera;Automática;USD;23500;46203767;AUTOMOTORES RIOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1590069704;Usado;2019;Honda;Civic;2;4;59000;Nafta;Delantera;Automática;USD;23000;75300462;MOTORESPREMIUM;FALSO;Argentina;Capital Federal;Capital Federal
MLA1640224134;Usado;2019;Honda;Civic;2;4;60000;Nafta;Delantera;Automática;USD;23000;132849822;FFPATRICIO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1399321125;Usado;2019;Honda;Civic;2;4;70000;Nafta;Delantera;Automática;USD;22000;723837878;DBCARSAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1601497844;Usado;2019;Honda;Civic;2;4;76300;Nafta;Delantera;Automática;USD;22500;234040334;CABALLITOAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1396658629;Usado;2019;Honda;Civic;2;4;49531;Nafta;Delantera;Automática;USD;22000;78319135;CAODUROF;FALSO;Argentina;Bs.As. G.B.A. Norte;Los Cardales
MLA1626441316;Usado;2019;Honda;Civic;2;4;88000;Nafta;Delantera;Automática;USD;18500;110482979;DIBELA CARS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402925647;Usado;2019;Honda;Civic;2;4;59000;Nafta;Delantera;Automática;USD;22000;1114540047;NORDELBAHN;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Tigre
MLA1650775728;Usado;2019;Honda;Civic;2;4;40000;Nafta;Delantera;Automática;USD;23500;46203767;AUTOMOTORES RIOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1622883186;Usado;1995;Renault;Clio;1.4;3;80000;Nafta;Delantera;Manual;USD;5500;214096427;VEGETOO;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown
MLA1403983975;Usado;1996;Renault;Clio;1.4;5;155500;Nafta;Delantera;Manual;ARS;3690000;211568922;CAJO1975986;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1621668320;Usado;1997;Renault;Clio;1.6;3;121000;Nafta;Delantera;Manual;USD;3300;499664646;PRECIOSGREATAGAIN;FALSO;Argentina;Capital Federal;Capital Federal
MLA1405676825;Usado;1998;Renault;Clio;1.9;5;217000;Diesel;Delantera;Manual;ARS;3800000;250351445;FRATELLI AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1646308580;Usado;1998;Renault;Clio;1.6;3;10000;Nafta;Delantera;Manual;USD;3700;339557348;MAXIGROUP2019;FALSO;Argentina;Bs.As. G.B.A. Oeste;Tres de febrero
MLA1637540166;Usado;1998;Renault;Clio;1.6;3;290000;Nafta;Delantera;Manual;USD;3900;355563271;MULLER CAMIONES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1404317323;Usado;2000;Renault;Clio;1.9;4;250000;Diesel;Delantera;Manual;ARS;2500000;135541088;LRASULO;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1402689359;Usado;2001;Renault;Clio;2;3;110000;Nafta;Delantera;Manual;USD;16900;215102629;AUTOS ALRIO;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1402915363;Usado;2002;Renault;Clio;1.2;4;280000;Nafta;Delantera;Manual;ARS;4000000;142332850;JNAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1655313574;Usado;2005;Renault;Clio;1.5;4;132000;Diesel;Delantera;Manual;USD;3800;201279727;MALU1744089;FALSO;Argentina;Córdoba;Córdoba
MLA1620321854;Usado;2005;Renault;Clio;1.2;3;206000;Nafta;Delantera;Manual;USD;4300;165804216;MUEZ7811400;FALSO;Argentina;Neuquén;Centenario
MLA1396632727;Usado;2005;Renault;Clio;1.2;3;124000;Nafta;Delantera;Manual;USD;4200;93784330;GUERRERO AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;Moreno
MLA1649771878;Usado;2005;Renault;Clio;1.2;5;150000;Nafta;Delantera;Manual;ARS;3900000;76140209;MATIASPARDINI;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown
MLA1403199385;Usado;2005;Renault;Clio;1.2;5;170000;Nafta;Delantera;Manual;ARS;3700000;240336975;CARLA_DANIELA_ROCCA;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1630704760;Usado;2006;Renault;Clio;1.2;3;190000;Nafta;Delantera;Manual;ARS;4600000;95740517;LUISFERNANDO699;FALSO;Argentina;Córdoba;Córdoba
MLA1641860540;Usado;2006;Renault;Clio;1.2;3;72000;Nafta;Delantera;Manual;USD;4300;46741661;JULIAN.PRADA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Caseros
MLA1649799082;Usado;2006;Renault;Clio;1.6;4;156000;Nafta;Delantera;Manual;ARS;4800000;194457087;ORIO HNOSSA;VERDADERO;Argentina;Santa Fe;San Jerónimo
MLA1401792989;Usado;2006;Renault;Clio;1.6;3;224000;Nafta;Delantera;Manual;USD;4000;127830902;ZABALAJULIAN72;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1626430212;Usado;2006;Renault;Clio;1.2;5;82000;Nafta;Delantera;Manual;ARS;4200000;172787518;VENDOSUAUTO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1649108096;Usado;2006;Renault;Clio;1.6;5;180000;Nafta;Delantera;Manual;USD;4900;115148300;COLLUR AUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
MLA1404300801;Usado;2007;Renault;Clio;1.2;5;207000;Nafta;Delantera;Manual;ARS;5000000;222091056;USADOSSARANDI;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1400391141;Usado;2007;Renault;Clio;1.2;5;128000;Nafta;Delantera;Manual;ARS;5200000;1371848847;SMCGROUP;FALSO;Argentina;Capital Federal;Capital Federal
MLA1642513578;Usado;2007;Renault;Clio;1.2;5;215000;Nafta;Delantera;Manual;ARS;4800000;77728496;DOCTORGRIEGO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1645531194;Usado;2007;Renault;Clio;1.2;5;210000;Nafta;Delantera;Manual;USD;5000;59379738;BRIDDER AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
