id;condition;car_year;brand;model;engine;doors;km;fuel_type;traction_control;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city
MLA1402427489;Usado;1999;Peugeot;206;1.6;3;220000;Nafta;Delantera;Manual;ARS;1950000;298769217;POMA7264195;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1636491444;Usado;2000;Peugeot;206;1.6;5;154482;Nafta;Delantera;Manual;USD;4100;51625895;NEL_DIV2;FALSO;Argentina;Bs.As. G.B.A. Norte;Los Cardales
MLA1610527796;Usado;2000;Peugeot;206;1.9;3;111111;Diesel;Delantera;Manual;ARS;2500000;212006392;ATY AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1652271406;Usado;2000;Peugeot;206;1.6;3;225000;Nafta;Delantera;Manual;ARS;3100000;305257609;NICOLASFAVIA;FALSO;Argentina;Río Negro;Viedma
MLA1400364749;Usado;2001;Peugeot;206;2;3;188000;Nafta;Delantera;Manual;USD;7399;31552570;CARSCLUBANFIELD;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1398250521;Usado;2001;Peugeot;206;1.9;3;180000;Diesel;Delantera;Manual;USD;3500;1384185692;MOBILITYARGENTINA;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar
MLA1404731357;Usado;2001;Peugeot;206;1.6;2;103000;Nafta;Delantera;Manual;USD;7950;95954391;GUSTAVVOHUGOP;FALSO;Argentina;Buenos Aires Interior;Berisso
MLA1391789851;Usado;2001;Peugeot;206;2;2;167000;Nafta;Delantera;Manual;USD;7900;1252478998;RERE1475820;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1631847124;Usado;2001;Peugeot;206;1.6;5;115000;Nafta;Delantera;Manual;ARS;4950000;60742483;M&M AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1656890916;Usado;2001;Peugeot;206;1.6;5;150000;Nafta;Delantera;Manual;ARS;1800000;187724632;AMERICAN-CARS -AVELLANEDA;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1403484849;Usado;2001;Peugeot;206;2;3;165000;Nafta;Delantera;Manual;USD;14900;54877621;MAUROBOCCARDO;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1402738851;Usado;2001;Peugeot;206;1.6;3;208000;Nafta;Delantera;Manual;USD;3500;186121438;NICOLETOO1000;FALSO;Argentina;Bs.As. G.B.A. Oeste;Caseros
MLA1652493210;Usado;2001;Peugeot;206;1.4;5;200000;Nafta;Delantera;Manual;ARS;1900000;292274452;CAAN8008556;FALSO;Argentina;Chaco;San Lorenzo
MLA1626345784;Usado;2002;Peugeot;206;2;2;84000;Nafta;Delantera;Manual;USD;15000;123083259;RICKYHEGRAS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1629390974;Usado;2002;Peugeot;206;2;2;130000;Nafta;Delantera;Manual;USD;9500;506738570;FACEBOOK-ANDY-CLEAR;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1406611649;Usado;2002;Peugeot;206;1.6;3;164000;Nafta;Delantera;Manual;ARS;2500000;111270249;LUIS1842;FALSO;Argentina;Bs.As. G.B.A. Sur;Ezeiza
MLA1401646399;Usado;2002;Peugeot;206;2;3;185000;Nafta;Delantera;Manual;ARS;7000000;253335613;CAEZ9240416;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1403386489;Usado;2002;Peugeot;206;1.9;3;110000;Diesel;Delantera;Manual;USD;3700;149156983;PRIORSEBASTIAN;FALSO;Argentina;Bs.As. G.B.A. Oeste;Caseros
MLA1402330581;Usado;2003;Peugeot;206;1.6;3;189300;Nafta;Delantera;Manual;ARS;5490000;19437844;ROBER18E;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1405769553;Usado;2003;Peugeot;206;1.6;2;120000;Nafta;Delantera;Manual;USD;15000;674285581;ZALATTI ANTIGUEDADES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1401394409;Usado;2003;Peugeot;206;2;2;130000;Nafta;Delantera;Manual;USD;9900;40223916;GABRIEL16S;FALSO;Argentina;Capital Federal;Capital Federal
MLA1629450340;Usado;2003;Peugeot;206;1.6;3;136578;Nafta;Delantera;Manual;USD;4400;29687681;ABRILMOTORS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1406629263;Usado;2003;Peugeot;206;1.9;3;173000;Diesel;Delantera;Manual;USD;4000;190498911;EMANUELDAVIDCISTERNAS;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown
MLA1405533781;Usado;2003;Peugeot;206;1.6;5;210000;Nafta;Delantera;Manual;ARS;3950000;343652148;ALFREDOJHPIGNATARO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1591147812;Usado;2003;Peugeot;206;1.9;3;111111;Diesel;Delantera;Manual;ARS;3400000;212006392;ATY AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1631856680;Usado;2003;Peugeot;206;2;3;141700;Nafta;Delantera;Manual;USD;10500;69421757;MATIAS HERRAMIENTAS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Morón
MLA1656234122;Usado;2003;Peugeot;206;1.9;3;265510;Diesel;Delantera;Manual;ARS;2800000;680977467;MELINABEECHER;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1652567176;Usado;2003;Peugeot;206;1.6;5;210000;Nafta;Delantera;Manual;ARS;2000000;1136210544;ANTONIOADRIAN20220603172813;FALSO;Argentina;Buenos Aires Interior;Junín
MLA1649159804;Usado;2003;Peugeot;206;1.6;5;125000;Nafta;Delantera;Manual;ARS;4500000;140857706;FOLINOBRIAN;FALSO;Argentina;Bs.As. G.B.A. Norte;San Fernando
MLA1403564663;Usado;2004;Peugeot;206;1.9;5;155000;Diesel;Delantera;Manual;ARS;3900000;175163879;OSCARADRIANLUMBRERAS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1632913892;Usado;2004;Peugeot;206;1.6;3;165000;Nafta;Delantera;Manual;USD;4600;1144190400;MZ MOTORSOK;FALSO;Argentina;Capital Federal;Capital Federal
MLA1571038490;Usado;2004;Peugeot;206;1.9;3;288000;Diesel;Delantera;Manual;USD;4200;47599280;AUTOMOTORES EL22;FALSO;Argentina;Bs.As. G.B.A. Norte;Escobar
MLA1590759454;Usado;2004;Peugeot;206;1.6;3;58400;Nafta;Delantera;Manual;USD;5490;114688140;PHG. AUTOS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1406739693;Usado;2004;Peugeot;206;1.6;3;140000;Nafta;Delantera;Manual;USD;5700;22356536;MATEO905;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1401942727;Usado;2004;Peugeot;206;1.6;3;130000;Nafta;Delantera;Manual;USD;5500;99533343;VANESSAQUERCIA;FALSO;Argentina;Capital Federal;Capital Federal
MLA1643161968;Usado;2004;Peugeot;206;1.9;3;169000;Diesel;Delantera;Manual;ARS;4700000;206786370;ANIG4354758;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
MLA1402311841;Usado;2004;Peugeot;206;1.6;5;159000;Nafta;Delantera;Manual;USD;4500;65192996;RAULF654;FALSO;Argentina;Bs.As. G.B.A. Oeste;Moreno
MLA1647424592;Usado;2004;Peugeot;206;1.6;3;217000;Nafta;Delantera;Manual;USD;4200;97402226;TEMPERLEYANI;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1649770564;Usado;2004;Peugeot;206;1.9;5;144500;Diesel;Delantera;Manual;ARS;4500000;265085884;MIQUICORREA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Morón
MLA1631913940;Usado;2004;Peugeot;206;1.9;5;139600;Diesel;Delantera;Manual;ARS;3600000;155124292;ESTUDIO EVERLAND;FALSO;Argentina;Capital Federal;Capital Federal
MLA1635336928;Usado;2005;Peugeot;206;1.9;5;221000;Nafta;Delantera;Manual;ARS;5324000;239208163;XANGO AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1405764773;Usado;2005;Peugeot;206;1.6;3;118000;Nafta;Delantera;Manual;USD;5300;526399602;ISELLIBAUTISTA;FALSO;Argentina;Bs.As. G.B.A. Norte;San Miguel
MLA1644484008;Usado;2005;Peugeot;206;1.9;5;166000;Diesel;Delantera;Manual;USD;4200;121360385;AUTOMOTORES 828;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1616975246;Usado;2005;Peugeot;206;1.9;5;185000;Diesel;Delantera;Manual;USD;4200;307425234;MERLOCAR;FALSO;Argentina;Bs.As. G.B.A. Oeste;Merlo
MLA1649796934;Usado;2005;Peugeot;206;1.6;3;150000;Nafta;Delantera;Manual;USD;4200;59212843;ABS-CARS;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1536303652;Usado;2005;Peugeot;206;1.6;5;165000;Nafta;Delantera;Manual;USD;4200;522508862;AUTOFENIX SEL;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó
MLA1637509270;Usado;2005;Peugeot;206;1.4;5;135000;Nafta;Delantera;Manual;ARS;3900000;724657393;FEBBRAIOSERGIO;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1651060068;Usado;2005;Peugeot;206;1.6;5;153000;Nafta;Delantera;Manual;USD;6000;28876759;PALU_190;FALSO;Argentina;Capital Federal;Capital Federal
MLA1558035390;Usado;2005;Peugeot;206;1.6;3;136000;Nafta;Delantera;Manual;ARS;4000000;69521844;ALMARA AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1590826144;Usado;2005;Peugeot;206;1.9;5;111111;Diesel;Delantera;Manual;ARS;3500000;212006392;ATY AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1627422030;Usado;2005;Peugeot;206;1.9;5;83000;Diesel;Delantera;Manual;ARS;6499999;59240367;ALM-AUTOS;FALSO;Argentina;Buenos Aires Interior;Cañuelas
MLA1404254169;Usado;2005;Peugeot;206;1.6;5;220000;Nafta;Delantera;Automática;ARS;4300000;668361619;LOGU5737649;FALSO;Argentina;Capital Federal;Capital Federal
MLA1634938164;Usado;2005;Peugeot;206;1.9;5;287000;Diesel;Delantera;Manual;ARS;4500000;143705300;DIEGO GARDIOL;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1402862951;Usado;2005;Peugeot;206;1.9;5;164000;Diesel;Delantera;Manual;ARS;4800000;70035165;LEA_GAMER14;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1402308957;Usado;2005;Peugeot;206;1.9;5;157000;Diesel;Delantera;Manual;USD;4100;221059377;PABLODAMIANDEVESA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó
MLA1626476150;Usado;2005;Peugeot;206;1.6;3;143900;Nafta;Delantera;Manual;USD;4200;776526840;GOMESANESNAHUEL;FALSO;Argentina;Capital Federal;Capital Federal
MLA1632080416;Usado;2005;Peugeot;206;1.9;5;290000;Diesel;Delantera;Manual;ARS;3600000;149645850;ADRIANAMISZKIEWICZ;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1655282806;Usado;2005;Peugeot;206;1.6;3;188000;Nafta;Delantera;Manual;USD;3400;618024186;ROBERTOBRONN;FALSO;Argentina;Bs.As. G.B.A. Norte;Tigre
MLA1649117218;Usado;2005;Peugeot;206;1.6;5;80000;Nafta;Delantera;Manual;USD;5000;47210528;EL PIBITO4;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1620337522;Usado;2005;Peugeot;206;1.9;5;120000;Diesel;Delantera;Manual;ARS;3900000;128809788;AMELIA2116;FALSO;Argentina;Buenos Aires Interior;Berisso
MLA1646332834;Usado;2005;Peugeot;206;1.9;5;196200;Diesel;Delantera;Manual;USD;3800;524108258;NAHUELFACUNDOCRISTO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1403735427;Usado;2005;Peugeot;206;1.6;5;230000;Nafta;Delantera;Manual;ARS;4800000;96140149;CALCOMANIACO1;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1402969155;Usado;2005;Peugeot;206;1.9;5;204000;Diesel;Delantera;Manual;ARS;4000000;43125953;CLAU_TERRA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Castelar
MLA1622979504;Usado;2005;Peugeot;206;1.9;3;188000;Diesel;Delantera;Manual;ARS;4500000;194529152;MANI4930452;FALSO;Argentina;Capital Federal;Capital Federal
MLA1405422795;Usado;2005;Peugeot;206;1.9;5;194000;Diesel;Delantera;Manual;USD;3500;56362229;NZULOAGA;FALSO;Argentina;Bs.As. G.B.A. Norte;Beccar
MLA1404010083;Usado;2005;Peugeot;206;1.9;5;200000;Diesel;Delantera;Manual;ARS;2900000;211851985;BIONICAVIP;FALSO;Argentina;Buenos Aires Interior;Azul
MLA1637607030;Usado;2006;Peugeot;206;1.9;5;170000;Diesel;Delantera;Manual;ARS;410000;549328409;VERU8145798;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1653987024;Usado;2006;Peugeot;206;1.6;3;112000;Nafta;Delantera;Manual;USD;5000;135491443;DOME.L.MARIANO;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown
MLA1406273993;Usado;2006;Peugeot;206;1.9;5;67000;Diesel;Delantera;Manual;USD;3500;787917974;CARABAJALBRENDA20211014164545;FALSO;Argentina;Capital Federal;Capital Federal
MLA1632504206;Usado;2006;Peugeot;206;1.6;5;155000;Nafta;Delantera;Manual;USD;4500;800460980;SACCOMANOMARIA20220422223433;FALSO;Argentina;Capital Federal;Capital Federal
MLA1640255336;Usado;2006;Peugeot;206;1.6;3;95000;Nafta;Delantera;Manual;USD;5500;2850765;33DEMANO2007;FALSO;Argentina;Capital Federal;Capital Federal
MLA1401539681;Usado;2006;Peugeot;206;1.9;5;308000;Diesel;Delantera;Manual;ARS;4500000;388024985;JENNYCRAMIREZ;FALSO;Argentina;Capital Federal;Capital Federal
MLA1590775198;Usado;2006;Peugeot;206;1.6;3;173000;Nafta;Delantera;Manual;ARS;5500000;66247240;GABRIEL BRUNI;FALSO;Argentina;Bs.As. G.B.A. Sur;Berazategui
MLA1405421687;Usado;2006;Peugeot;206;2;5;235000;Diesel;Delantera;Manual;USD;2950;59230654;AUTOMOTORESYAMI;FALSO;Argentina;Bs.As. G.B.A. Oeste;Morón
MLA1404391343;Usado;2006;Peugeot;206;1.6;3;175000;Nafta;Delantera;Manual;ARS;5300000;136444243;CENTER CAR.OK;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1601780430;Usado;2006;Peugeot;206;1.6;5;160000;Nafta;Delantera;Manual;ARS;6200000;35890953;LEO BESER;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1537222406;Usado;2006;Peugeot;206;1.9;5;145000;Diesel;Delantera;Manual;ARS;4890000;142463193;GAMMA AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Berazategui
MLA1590825168;Usado;2006;Peugeot;206;1.6;5;194000;Nafta;Delantera;Manual;ARS;5300000;237789987;FURLANO.AUTOMOTORES;FALSO;Argentina;Buenos Aires Interior;Arrecifes
MLA1396471565;Usado;2006;Peugeot;206;1.6;5;120000;Nafta;Delantera;Manual;ARS;5500000;282422189;AUTOMOTORES GPS-BANFIELD;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1607101612;Usado;2006;Peugeot;206;1.6;5;145000;Nafta;Delantera;Manual;USD;4900;78314459;NIC_CASTEARENA;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1557033844;Usado;2006;Peugeot;206;2;5;1111;Diesel;Delantera;Manual;ARS;5300000;8697373;LEVEL AUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1642496932;Usado;2006;Peugeot;206;1.6;5;180000;Nafta;Delantera;Manual;ARS;3700000;232704347;YAMIL 16;FALSO;Argentina;Capital Federal;Capital Federal
MLA1396780315;Usado;2006;Peugeot;206;1.6;5;245000;Nafta;Delantera;Manual;ARS;5500000;66247240;GABRIEL BRUNI;FALSO;Argentina;Bs.As. G.B.A. Sur;Berazategui
MLA1402664573;Usado;2006;Peugeot;206;1.6;5;130000;Nafta;Delantera;Manual;USD;4000;50907397;PIERCEAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1402241333;Usado;2006;Peugeot;206;1.6;5;156000;Nafta;Delantera;Manual;USD;4700;94807231;ROUTEAUTOMOTORES.COM.AR;FALSO;Argentina;Capital Federal;Capital Federal
MLA1628270506;Usado;2006;Peugeot;206;1.6;5;105000;Nafta;Delantera;Manual;USD;5400;45584925;ASESORAUTOS.COM.AR;FALSO;Argentina;Capital Federal;Capital Federal
MLA1636614258;Usado;2006;Peugeot;206;1.6;3;129000;Nafta;Delantera;Manual;USD;4000;50907397;PIERCEAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1580184340;Usado;2006;Peugeot;206;1.6;5;102000;Nafta;Delantera;Manual;USD;5500;223409312;LASCAMELIAS315;FALSO;Argentina;Capital Federal;Capital Federal
MLA1636589196;Usado;2006;Peugeot;206;2;2;51500;Nafta;Delantera;Manual;USD;13500;52764042;ARTE_INFANTIL;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1649160904;Usado;2006;Peugeot;206;1.6;3;150000;Nafta;Delantera;Manual;USD;5500;15143274;GIANATELLIGABRIEL;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1563224088;Usado;2006;Peugeot;206;1.9;5;160000;Diesel;Delantera;Manual;USD;5400;36205276;RCHAUTOMOVILES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1650774594;Usado;2006;Peugeot;206;1.9;5;240000;Diesel;Delantera;Manual;USD;4400;12416395;COVEACARS;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
MLA1610699562;Usado;2006;Peugeot;206;1.9;5;195000;Diesel;Delantera;Manual;ARS;4000000;36851036;JFAUTOMOVILES;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó
MLA1634178910;Usado;2006;Peugeot;206;1.6;5;210000;Nafta;Delantera;Automática;ARS;4800000;549739453;MILENARAFFAULT;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1402271575;Usado;2006;Peugeot;206;1.4;3;150000;Nafta;Delantera;Manual;USD;3000;42223655;MARACELIZ;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1405735371;Usado;2006;Peugeot;206;1.6;3;154000;Nafta;Delantera;Manual;USD;5000;345501160;BSFEDERICO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402612883;Usado;2006;Peugeot;206;1.9;5;311000;Diesel;Delantera;Manual;ARS;4000000;1273551037;ALDOEST;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín
MLA1405606569;Usado;2006;Peugeot;206;1.6;4;139000;Nafta;Delantera;Manual;USD;5000;263102394;DEZEQLYNCH;FALSO;Argentina;Capital Federal;Capital Federal
MLA1406222135;Usado;2006;Peugeot;206;1.6;3;196000;Diesel;Delantera;Manual;USD;5000;415828221;DONOSOPOLY;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1646335004;Usado;2006;Peugeot;206;1.6;3;168000;Nafta;Delantera;Manual;USD;5800;131590164;FERRRS13;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402363289;Usado;2006;Peugeot;206;1.9;5;190000;Diesel;Delantera;Manual;USD;2800;356825347;ZEHU1737258;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas
MLA1402807509;Usado;2006;Peugeot;206;1.6;3;179000;Nafta;Delantera;Manual;USD;3900;81346310;FERROMAR_8;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1645490432;Usado;2006;Peugeot;206;1.9;5;225000;Diesel;Delantera;Manual;ARS;3800000;290084115;JIMENAMARTNZ01;FALSO;Argentina;Entre Ríos;Gualeguaychú
MLA1636565412;Usado;2006;Peugeot;206;1.6;3;108000;Nafta;Delantera;Manual;USD;5000;174312041;DANTEMILIA;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1637551506;Usado;2006;Peugeot;206;1.6;3;199000;Nafta;Delantera;Manual;USD;4499;148200965;FRANCORG6;FALSO;Argentina;Capital Federal;Capital Federal
MLA1631617974;Usado;2006;Peugeot;206;1.4;3;190930;Nafta;Delantera;Manual;ARS;3000000;760468769;ZEQUEIRAPAULODAMIAN;FALSO;Argentina;Bs.As. G.B.A. Sur;Esteban Echeverría
MLA1403868089;Usado;2006;Peugeot;206;1.9;5;196000;Diesel;Delantera;Manual;USD;2500;99608482;LUCHINIDIEGO20220329235117;FALSO;Argentina;Capital Federal;Capital Federal
MLA1405693553;Usado;2006;Peugeot;206;1.6;3;128000;Nafta;Delantera;Manual;USD;6000;10153964;MODODIVA;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1403414047;Usado;2006;Peugeot;206;1.6;5;290000;Nafta;Delantera;Manual;ARS;3200000;83428623;NORADELCMONTOYA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Caseros
MLA1403173269;Usado;2006;Peugeot;206;1.6;5;198000;Nafta;Delantera;Manual;USD;5850;795661743;GODI6212581;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402959617;Usado;2006;Peugeot;206;1.9;3;190000;Diesel;Delantera;Manual;ARS;2600000;215538591;CUADOCARLOS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1648407128;Usado;2006;Peugeot;206;1.9;5;146000;Diesel;Delantera;Manual;ARS;4000000;470551981;LUCAS CARRUEGA;FALSO;Argentina;Entre Ríos;Colón
MLA1648118522;Usado;2006;Peugeot;206;1.6;5;153000;Nafta;Delantera;Manual;USD;4800;326087957;PEDALEADAPORNUESTRASEGURIDAD;FALSO;Argentina;Bs.As. G.B.A. Sur;Florencio Varela
MLA1640122510;Usado;2006;Peugeot;206;1.6;5;234000;Nafta;Delantera;Manual;ARS;3500000;425821768;CAWA8194273;FALSO;Argentina;Capital Federal;Capital Federal
MLA1642508130;Usado;2007;Peugeot;206;1.4;3;194900;Nafta;Delantera;Manual;ARS;5900000;19437844;ROBER18E;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1651020398;Usado;2007;Peugeot;206;1.6;5;200000;Diesel;Delantera;Manual;ARS;3600000;716711135;GTCARSSRLGTCARSSRL;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1401214845;Usado;2007;Peugeot;206;1.6;5;170000;Nafta;Delantera;Manual;ARS;3500000;1171902139;CARSGTM20220802151922;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora
MLA1406603801;Usado;2007;Peugeot;206;1.6;3;133000;Nafta;Delantera;Manual;USD;5500;84078674;LAAMSS;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402665671;Usado;2007;Peugeot;206;1.6;5;82400;Nafta;Delantera;Manual;USD;4500;12747444;IVANOROO;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1628280074;Usado;2007;Peugeot;206;1.6;5;76600;Nafta;Delantera;Manual;ARS;6900000;43827611;EDUARDOCABALLITO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1632828826;Usado;2007;Peugeot;206;1.9;5;268000;Diesel;Delantera;Manual;ARS;4500000;588548254;MAGU2917990;FALSO;Argentina;Córdoba;San Francisco
MLA1644789074;Usado;2007;Peugeot;206;1.4;5;155000;Nafta;Delantera;Manual;USD;4300;175163879;OSCARADRIANLUMBRERAS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro
MLA1625444022;Usado;2007;Peugeot;206;1.4;5;162500;Nafta;Delantera;Manual;USD;4000;151471372;LUCIANODIMAGGIO;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1401967531;Usado;2007;Peugeot;206;1.4;3;154585;Nafta;Delantera;Manual;USD;4500;43343272;RAULCONTE82;FALSO;Argentina;Capital Federal;Capital Federal
MLA1402136269;Usado;2007;Peugeot;206;1.6;3;112000;Nafta;Delantera;Manual;USD;6300;243316807;NICOLSLEITER;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1404223563;Usado;2007;Peugeot;206;1.9;5;217000;Diesel;Delantera;Manual;ARS;5000000;142332850;JNAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1632845236;Usado;2007;Peugeot;206;1.6;5;104000;Nafta;Delantera;Manual;USD;4500;76072661;PIPINO80;FALSO;Argentina;Capital Federal;Capital Federal
MLA1398848753;Usado;2007;Peugeot;206;1.6;5;146000;Nafta;Delantera;Manual;USD;4400;172787518;VENDOSUAUTO;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda
MLA1553843188;Usado;2007;Peugeot;206;1.6;5;123000;Nafta;Delantera;Manual;ARS;5500000;102153270;BLACKCARSAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal
MLA1648616004;Usado;2007;Peugeot;206;1.6;3;90000;Nafta;Delantera;Manual;USD;6600;226241205;MAURO.BNT;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1640118968;Usado;2007;Peugeot;206;1.6;3;128000;Nafta;Delantera;Manual;USD;5400;145815573;LUCIANO BOGADO;FALSO;Argentina;Capital Federal;Capital Federal
MLA1644802540;Usado;2007;Peugeot;206;1.4;3;178000;Nafta;Delantera;Manual;USD;4600;282918482;AUTOMOTORESASPEN;FALSO;Argentina;Córdoba;Córdoba
MLA1629372770;Usado;2007;Peugeot;206;1.4;3;70000;Nafta;Delantera;Manual;USD;4600;349895100;MARTINSANTIAGOROMAN;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown
MLA1647424920;Usado;2007;Peugeot;206;1.4;3;144000;Nafta;Delantera;Manual;USD;6000;59455334;SILVINA HEBE226;FALSO;Argentina;Capital Federal;Capital Federal
MLA1401202675;Usado;2007;Peugeot;206;2;3;162000;Diesel;Delantera;Manual;ARS;5000000;82741065;AUTOMOTORESBOTTARI;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1629292500;Usado;2007;Peugeot;206;1.4;3;106600;Nafta;Delantera;Manual;ARS;5490000;166163281;ROOS2871633;FALSO;Argentina;Córdoba;Córdoba
MLA1587545240;Usado;2007;Peugeot;206;1.6;5;220000;Diesel;Delantera;Manual;USD;5700;182104582;AUTOLUNACBA;FALSO;Argentina;Córdoba;Córdoba
MLA1400295849;Usado;2007;Peugeot;206;1.9;5;290000;Diesel;Delantera;Manual;ARS;6000000;795071949;FAUTOSUSADOSY0KM;FALSO;Argentina;Buenos Aires Interior;General Arenales
MLA1591957826;Usado;2007;Peugeot;206;1.9;5;185000;Diesel;Delantera;Manual;ARS;5500000;90496347;AGUNIC AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1622909148;Usado;2007;Peugeot;206;2;3;178000;Diesel;Delantera;Manual;USD;5400;65194815;NETSURFER_LP;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata
MLA1401347461;Usado;2007;Peugeot;206;1.6;5;108000;Nafta;Delantera;Manual;ARS;4900000;195206617;DISTRIMEC GROUP;FALSO;Argentina;Capital Federal;Capital Federal
